Name,Probe_Name,Accession
hCP000235,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000236,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000237,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000238,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000239,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000240,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000241,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000242,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000243,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000244,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000245,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000246,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000247,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000248,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000249,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000250,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000251,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000252,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000253,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000254,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000255,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000256,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000257,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000258,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000259,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000260,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000261,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000262,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000263,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000264,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000265,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000266,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000267,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000268,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000269,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000270,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000271,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000272,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000273,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000274,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000275,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000276,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000277,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000278,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000279,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000280,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000281,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000282,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000283,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000284,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000285,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000286,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000287,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000288,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000289,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000290,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000291,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000292,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000293,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000294,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000295,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000296,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000297,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000298,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000299,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000300,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000301,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000302,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000303,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000304,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000305,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000306,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000307,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000308,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000309,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000310,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000311,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000312,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000313,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000314,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000315,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000316,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000317,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000318,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000319,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000320,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000321,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000322,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000323,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000324,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000325,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000326,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000327,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000328,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000329,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000330,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000331,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000332,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000333,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000334,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000335,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000336,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000337,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000338,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000339,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000340,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000341,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000342,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000343,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000344,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000345,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000346,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000347,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000348,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000349,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000350,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000351,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000352,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000353,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000354,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000355,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000356,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000357,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000358,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000359,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000360,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000361,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000362,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000363,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000364,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000365,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000366,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000367,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000368,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000369,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000370,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000371,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000372,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000373,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000374,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000375,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000376,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000377,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000378,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000379,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000380,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000381,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000382,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000383,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000384,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000385,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000386,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000387,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000388,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000389,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000390,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000391,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000392,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000393,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000394,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000395,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000396,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000397,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000398,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000399,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000400,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000401,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000402,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000403,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000404,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000405,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000406,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000407,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000408,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000409,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000410,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000411,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000412,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000413,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000414,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000415,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000416,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000417,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000418,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000419,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000420,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000421,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000422,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000423,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000424,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000425,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000426,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000427,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000428,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000429,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000430,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000431,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000432,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000433,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000434,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000435,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000436,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000437,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000438,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000439,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000440,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000441,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000442,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000443,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000444,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000445,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000446,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000447,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000448,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000449,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000450,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000451,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000452,gi|37704380|ref|NM_004048.2||gi|37704380|ref|NM_004048.2||+|387|987_13,NM_004048.2
hCP000453,gi|7669491|ref|NM_002046.2||gi|7669491|ref|NM_002046.2||+|683|1283_228,NM_002046.2
hCP000454,gi|21735624|ref|NM_145690.1||gi|21735624|ref|NM_145690.1||+|2276|2876_9,NM_145690.1
hCP000455,gi|4759079|ref|NM_004168.1||gi|4759079|ref|NM_004168.1||+|1677|2277_229,NM_004168.1
hCP000456,gi|20149499|ref|NM_000190.2||gi|20149499|ref|NM_000190.2||+|936|1536_121,NM_000190.2
hCP000457,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000458,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000459,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000460,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000461,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000462,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000463,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000464,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
hCP000465,gi|14591905|ref|NM_012423.2||gi|14591905|ref|NM_012423.2||+|542|1142_77,NM_012423.2
hCP000466,gi|34304116|ref|NM_021009.2||gi|34304116|ref|NM_021009.2||+|1592|2192_502,NM_021009.2
hCP000467,gi|5016088|ref|NM_001101.2||gi|5016088|ref|NM_001101.2||+|1193|1793_228,NM_001101.2
hCP000468,gi|20544178|ref|NM_003194.2||gi|20544178|ref|NM_003194.2||+|1267|1867_171,NM_003194.2
hCP000469,gi|4504482|ref|NM_000194.1||gi|4504482|ref|NM_000194.1||+|731|1331_182,NM_000194.1
